4s,3p,3d,4d,5d,4f,oxidation_state,temperature,time,CellV [A^3],Df,NASA [m^2/cm^3],density [g/cm^3],total_POV_gravimetric,mc_CRY-chi-1-all,mc_CRY-chi-3-all,mc_CRY-Z-2-all,D_mc_CRY-S-2-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-Z-1-all,lc-Z-2-all,lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-T-3-all,D_lc-alpha-2-all,func-Z-0-all,func-T-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-T-3-all,D_func-S-1-all,sum-lc-T-3-all,sum-D_lc-T-2-all,sum-D_lc-S-1-all,sum-func-alpha-3-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-D_func-T-3-all,sum-D_func-alpha-2-all,sum-f-lig-T-3,MNC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_580000,logKH_CH4,solvent1,solvent2,solvent3,additive,param3,param4,param5,additive_category,HBA,HBD,LogP
2,6,7,0,0,0,2,85,72.0,4164.61,2.62761,296.399,1.11585,0.125878,30.08,76.1024,1296.0,3.92,14.1376,3996,105.0,135.0,0.935,1.975,2.0,-1.5,-4.0,56.5,39.0,1.18,1.915,4.0,-0.05,64.0,-8.0,-0.32,3285.2,-8.0,-8.0,32.0,-117.6,6880,-0.418,0.00038722,-31.46743241,8.44e-05,1.907603626,2.496777512,-4.073891744,962,6228,6342,0,-0.110283159,0.033190829,-0.124678847,1,4,0,8.342400000000005
1,6,10,0,0,0,2,160,96.0,1346.01,2.55442,18.07,1.91107,0.0230343,26.144,64.4005,2726.0,2.915,28.88,7424,124.8,119.78,0.884,1.78,0.0,-4.0,-6.0,128.0,14.66666667,-0.276666667,0.613333333,0.0,0.18,24.0,-8.0,-0.36,1136.8,5.333333333,-2.666666667,0.0,5.6,1336,-0.774,0.000109241,-36.10437633,6.56e-06,1.126271355,1.711597638,-5.183201437,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,4,3,0.3297
2,6,10,0,0,0,2,100,72.0,4761.62,2.6083,491.197,1.23808,0.138375,27.06,61.0005,1260.0,3.78,21.78,9120,105.0,116.98,0.935,2.15,2.0,-0.5,-4.0,40.5,17.0,0.4675,0.9575,-1.5,-0.02,112.0,-16.0,-0.64,3810.0,-16.0,-40.0,-24.0,-117.6,5552,-0.769,0.000107752,-27.02358934,2.95e-05,1.076173324,2.334395632,-4.530360573,962,0,0,14798,-0.110283159,-0.003003152,0.082883502,0,4,0,2.7098000000000013
2,6,10,10,0,0,2,100,72.0,5837.16,5.22128,10.3642,1.02459,0.4467343,30.9608,32.7015,1440.0,3.55,22.8488,16320,103.6,150.92,0.944,1.51,2.0,-1.0,-3.6,29.4,5.4,0.294,0.588,-3.0,-0.012,84.0,-8.0,-0.4,1531.8,-12.0,-24.0,-30.0,-46.8,5864,-0.444,0.000427852,-35.41870109,1.8e-05,2.007935306,4.390435161,-4.745275534,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1,4,4,3.8134000000000015
2,6,10,0,0,0,2,160,72.0,2205.68,3.35735,40.9015,1.63646,0.0354668,21.824,57.75,1920.0,2.16,24.5025,8280,126.0,156.68,0.935,2.105,2.0,-2.0,-5.45,56.5,14.5,1.18,2.44,2.5,-0.05,75.0,-15.0,-0.24,924.54,-9.0,12.0,15.0,-27.0,2844,-0.573,1.11e-05,-27.75036967,1.79e-06,0.144211833,0.591999682,-5.747212482,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0,6,2,-0.08420000000000011
2,6,5,0,0,0,2,100,144.0,3367.1,6.98017,0.0,0.980713,0.491683,31.992,75.05875,2075.0,3.41,19.22,9600,112.0,103.7033333,0.89,2.426666667,2.0,-2.666666667,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-28.0,-0.48,0.0,0.0,0.0,0.0,0.0,2048,-1.327,2.93e-05,-18.01988542,1.02e-05,0.454595737,3.796766203,-4.992866983,31374,887,0,176,-0.110283159,-0.092404548,0.344452287,2,1,1,0.09089999999999993
1,6,10,0,0,0,2,140,120.0,5158.63,7.54281,0.0,0.44826,1.63396,23.104,79.648,1392.0,4.88,7.22,1624,112.0,83.62,0.98,0.49,2.0,-2.0,5.8,49.0,16.5,0.735,2.66,2.0,-0.03,32.0,4.0,-0.16,768.12,-4.0,10.0,8.0,-8.0,3472,-0.262,2.1e-05,-15.95630649,7.45e-06,0.307245607,3.953385992,-5.127776111,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,6,0,2.6332000000000013
2,6,10,0,0,0,2,120,72.0,2316.27,3.56519,685.582,1.22098,0.212321,21.384,52.734,1080.0,3.24,10.89,3600,108.5,139.815,0.935,1.54,2.0,-2.0,-2.05,88.5,14.16666667,1.041666667,2.486666667,2.5,0.04,60.0,-8.0,-0.32,1949.146667,-12.0,21.33333333,20.0,42.4,2664,-0.508,0.000193646,-27.71151726,4.12e-05,1.675838592,2.928172136,-4.38558056,31374,0,0,0,0.389716841,-0.027582654,0.044371836,1,4,0,1.5599999999999998
1,6,10,0,0,0,2,85,48.0,79692.1,24.24061,0.0,0.126526,7.38569,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-16.0,-0.32,0.0,0.0,0.0,0.0,0.0,15600,-0.421,1.18e-05,-7.759846674,7.34e-06,0.178933034,4.110074505,-5.134308082,1049,6228,13387,0,0.389716841,-0.148312044,-0.155949966,1,3,3,10.783199999999994
2,6,10,0,0,0,2,140,120.0,5722.87,3.94728,0.0,1.07008,0.439651,16.368,35.442,720.0,2.16,43.56,11040,107.3333333,146.7,0.92,1.793333333,2.0,-3.0,-4.666666667,64.0,6.0,0.89,0.89,-4.0,-0.04,138.6666667,-21.33333333,-0.64,1916.48,-32.0,-32.0,-64.0,-96.0,3648,-0.481,0.0127132,-45.7766803,1.3e-05,7.780816981,4.369871006,-4.885739395,962,6228,0,0,-0.110283159,0.083073132,-0.129610464,1,3,2,0.478
1,6,10,0,0,0,1,85,24.0,4077.63,6.65722,80.2141,1.36537,0.4101464,23.541,42.978,1783.5,1.83,57.76,45936,109.2,145.996,0.908,1.718,2.0,-3.8,-5.2,0.0,0.0,0.0,0.0,0.0,0.0,67.2,-12.8,-0.32,0.0,0.0,0.0,0.0,0.0,1728,-0.561,8.56e-05,-32.35534374,1.12e-05,0.523095313,1.78453894,-4.950634652,6228,0,0,944,0.389716841,-0.024257543,-0.004702983,2,3,2,0.478
2,6,10,0,0,0,2,100,48.0,2404.32,3.84672,0.0,1.27352,0.336389,27.72,58.0635,1980.0,3.24,21.78,9360,116.725,148.88225,0.91025,1.44975,2.0,-2.55,-6.63,32.0,2.5,0.445,0.445,-1.5,-0.02,67.0,-16.0,-0.32,396.44,-8.0,-8.0,-12.0,-24.0,1696,-0.539,0.000256833,-30.15154899,2.02e-05,2.313707934,3.75503278,-4.693604999,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,3,2,0.478
2,6,10,0,0,0,2,140,96.0,3581.83,3.41448,378.602,1.74547,0.12847,10.296,31.251,648.0,1.944,54.45,8640,135.3333333,151.5683333,0.965,-0.043333333,2.0,0.083333333,-5.083333333,64.0,5.75,1.045,0.89,-2.75,0.005,154.6666667,-18.66666667,-0.64,1633.46,-28.0,-30.0,-44.0,-96.0,2224,-0.571,0.00333237,-42.47358184,3.92e-05,2.400455189,2.174201032,-4.406891232,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,3,3,-0.19389999999999996
2,6,10,0,0,0,2,80,48.0,9595.0,4.32378,0.0,0.807529,0.662614,22.704,63.7065,3240.0,1.62,43.56,15360,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,-24.0,-0.48,0.0,0.0,0.0,0.0,0.0,10896,-0.974,0.000112819,-26.09155839,1.41e-05,1.188535426,4.345152544,-4.851755292,6228,0,0,0,-0.110283159,-0.091296178,0.328094014,1,2,2,3.9836800000000023
2,6,10,0,0,0,2,130,28.0,6600.68,5.39642,0.0,0.925869,0.583668,22.704,63.7065,3240.0,1.62,43.56,15360,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,-24.0,-0.48,0.0,0.0,0.0,0.0,0.0,5520,-0.96,0.000788975,-37.15357885,1.23e-05,1.967002134,4.035810987,-4.910518797,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,2,2,2.2362
1,6,10,0,0,0,2,65,24.0,3311.8,6.77637,0.0,0.718001,0.992701,26.144,45.524,696.0,2.44,21.66,5568,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-6.0,-0.12,0.0,0.0,0.0,0.0,0.0,1794,-0.4,2.75e-05,-18.03594947,8.44e-06,0.389145239,3.689372703,-5.073485722,6228,679,0,944,0.223050174,-0.045864841,0.095323834,2,4,4,1.8792
2,6,7,0,0,0,2,120,120.0,4275.12,3.02634,191.331,1.27362,0.0745593,36.5472,72.3988,1296.0,3.92,14.1376,4860,108.5,118.35,0.935,1.555,2.0,-2.0,-2.05,56.5,23.0,1.4025,2.6875,2.0,-0.06,56.0,-8.0,-0.32,1978.04,-8.0,8.0,16.0,-83.6,7992,-0.426,0.000145007,-29.00619249,4.24e-05,0.835499567,1.269596214,-4.373015343,1049,6228,0,0,-0.110283159,-0.216459049,0.193205304,1,6,0,7.244700000000007
2,6,10,10,0,0,2,75,48.0,15093.3,4.28149,0.0,1.32412,0.129898,24.8092,46.79328333,1680.0,4.141666667,34.2732,19584,105.1944444,134.5772222,0.93375,1.969583333,2.0,-1.569444444,-4.055555556,37.33333333,3.5,0.519166667,0.519166667,-2.333333333,-0.023333333,190.6666667,-24.66666667,-0.96,1676.92,-28.0,-28.0,-56.0,-84.0,10444,-0.52,5.04e-05,-24.82650975,1.2e-05,0.534762765,1.690827212,-4.920442528,702,0,0,0,0.556383507,-0.002650245,-0.104729799,1,2,1,2.4468000000000005
2,6,10,10,0,0,2,90,72.0,5294.45,6.31772,0.0,0.986571,0.599855,26.74256,43.11866,3859.2,2.698,28.561,17664,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,24.33333333,1.631666667,4.44,-2.333333333,-0.073333333,24.0,-8.0,-0.16,1037.386667,-11.33333333,-4.666666667,-9.333333333,-58.66666667,4296,-0.546,0.000443897,-30.63838501,9.53e-06,3.192351126,3.406787383,-5.020723941,962,31374,0,0,-0.110283159,-0.003003152,0.082883502,1,7,5,3.3356000000000012
2,6,10,10,0,0,2,100,48.0,4337.46,4.77221,38.9347,1.4177,0.0974397,33.462,39.92625,3888.0,1.065,22.8488,28800,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,49.0,39.0,1.47,3.64,8.0,-0.06,36.0,-12.0,-0.24,2304.36,0.0,24.0,48.0,-58.8,6432,-0.602,2.42e-05,-22.87298019,8.47e-06,0.315279586,1.230400855,-5.071912565,962,31275,6228,0,-0.110283159,-0.003003152,0.082883502,1,4,2,4.774600000000004
2,6,10,0,0,0,2,150,72.0,2279.17,3.35688,677.817,1.15314,0.252128,22.044,46.7115,900.0,2.7,10.89,3720,121.3333333,152.1266667,0.92,2.47,2.0,-2.0,-5.633333333,59.0,14.0,1.083333333,1.923333333,1.0,-0.046666667,56.0,-14.0,-0.24,1045.96,-10.0,2.0,6.0,-30.0,2912,-0.969,0.00023968,-27.07039254,5.59e-05,1.893865802,3.477712568,-4.252278314,962,702,0,0,-0.110283159,0.083073132,-0.129610464,1,3,3,0.7812000000000001
2,6,5,0,0,0,2,100,48.0,2631.61,4.14635,0.0,1.16308,0.295714,24.88266667,44.24733333,1433.333333,2.48,14.415,5600,112.0,162.71,0.89,1.75,2.0,-3.0,-6.0,256.0,18.0,0.06,0.12,3.0,0.5,30.0,-12.0,-0.24,5854.92,-12.0,-24.0,18.0,194.4,1812,-0.553,0.0029475,-38.59543042,2.67e-05,4.592934289,3.756140613,-4.573004291,702,6228,0,0,0.389716841,-0.024257543,-0.004702983,1,4,2,2.873000000000001
2,6,10,0,0,0,2,120,24.0,3268.85,4.22176,0.0,1.20125,0.28304,17.028,29.6505,540.0,1.62,10.89,2880,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,56.5,24.0,1.355,2.02,0.0,0.15,12.0,-4.0,-0.08,520.86,-1.0,2.0,0.0,-11.9,2236,-0.549,0.0320576,-51.19458136,5.28e-05,5.18777158,4.64304908,-4.277563529,962,0,0,0,0.389716841,0.06606585,-0.271501052,1,6,6,3.7036000000000016
2,6,10,0,0,0,2,110,120.0,1644.02,3.3852,747.675,1.55619,0.176033,20.812,53.2675,1470.0,1.11,16.335,5280,164.3636364,86.92,1.184545455,2.88,-5.363636364,-2.0,-6.0,94.23076923,25.07692308,-0.013846154,1.157692308,0.0,0.287692308,10.0,-6.0,-0.554545455,678.5923077,1.384615385,4.769230769,0.0,18.78461538,1936,-0.548,0.0231063,-52.06772236,7.05e-06,1.698192077,1.64122752,-5.152025311,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,12,9,-3.0497999999999976
1,6,10,0,0,0,2,75,24.0,5698.15,5.07389,0.0,0.794522,0.730074,26.144,45.524,696.0,2.44,14.44,3712,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-4.0,-0.08,0.0,0.0,0.0,0.0,0.0,2948,-0.389,5.43e-05,-18.43374576,1.95e-05,0.83151435,6.286388839,-4.710712126,962,6228,0,313,0.223050174,0.011519349,-0.04633881,2,4,4,7.1474000000000055
1,6,10,0,0,0,2,100,48.0,3359.43,6.37424,0.0,0.88756,0.522804,24.624,55.347,1102.0,3.7,14.44,3480,122.5,204.19,0.69,2.22,1.5,-3.0,-7.4,56.5,27.0,0.935,2.02,0.5,-0.04,30.0,-5.0,-0.06,517.9,-2.0,1.0,1.0,-11.9,4180,-0.426,9.22e-05,-22.69664311,1.75e-05,1.343986896,5.356418329,-4.756627053,6228,962,0,176,-0.110283159,-0.089079437,0.295377468,2,12,4,6.727400000000006
2,6,10,10,0,0,2,100,96.0,7934.2,2.58033,73.8754,1.57311,0.0264826,39.3432,50.1761,2016.0,4.97,22.8488,20736,106.0,155.8083333,0.92,2.885,2.0,-3.833333333,-5.016666667,24.5,18.0,0.91,1.13,0.0,0.17,154.6666667,-34.66666667,-0.64,2675.84,8.0,48.0,0.0,0.8,6448,-0.705,0.000111098,-32.74868658,4.14e-05,0.404188066,0.752371667,-4.383014345,962,0,0,14798,-0.110283159,-0.003003152,0.082883502,0,3,1,1.4065999999999999
2,6,10,0,0,0,2,70,72.0,5860.29,7.98957,0.0,0.92991,0.452861,19.8,52.21425,1110.0,3.26,21.78,6660,127.8666667,128.0786667,0.813333333,2.042,1.733333333,-0.6,-3.84,55.0,15.2,1.42,0.748,-1.8,0.272,81.33333333,-16.0,-0.346666667,2002.04,4.0,-8.0,-18.0,-55.2,6296,-0.518,0.00122423,-41.18057108,1.67e-05,2.10728514,4.184999911,-4.778533598,962,6228,702,0,0.223050174,-0.131420972,-0.273477453,1,4,2,4.874000000000003
1,6,10,0,0,0,2,150,72.0,1650.56,4.25541,0.0,1.88967,0.077474,34.656,86.1004,2366.4,7.512,36.1,12180,96.44444444,20.35,0.190555556,0.513333333,0.388888889,0.611111111,-1.255555556,32.66666667,0.0,0.326666667,0.56,0.0,-0.013333333,22.0,-4.0,-0.14,0.0,-12.0,12.0,0.0,34.8,144,-0.259,1.03e-05,-22.32191627,3.18e-06,0.133901128,0.728172417,-5.497167455,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,3,1,-0.8003000000000002
2,6,5,0,0,0,2,80,72.0,9985.99,11.20267,0.0,0.794433,0.77396,26.66,58.466,1850.0,2.48,43.245,18000,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,28.0,1.78,5.15,-2.0,-0.08,18.0,-6.0,-0.12,861.78,-9.0,-3.0,-6.0,-49.2,8658,-0.592,0.000416761,-32.14688414,2.21e-05,2.342223232,4.360580288,-4.655057837,12051,0,0,0,0.223050174,-0.056557296,0.293500289,1,18,12,7.539000000000006
2,6,10,0,0,0,2,120,72.0,3853.15,4.85165,0.0,0.956862,0.568567,28.38,70.01775,3060.0,3.155,21.78,9600,116.5714286,154.0028571,0.941428571,2.288571429,0.714285714,-5.142857143,-7.714285714,225.0,96.0,-2.33,-2.16,24.0,1.2,30.85714286,-10.28571429,-0.325714286,9480.0,24.0,24.0,96.0,328.8,3912,-0.872,5.43e-05,-20.65466684,1.59e-05,0.790731224,5.260766704,-4.798267042,962,12051,702,0,-0.110283159,0.083073132,-0.129610464,1,4,3,2.4206000000000003
2,6,10,0,0,0,2,90,24.0,9375.56,8.82117,0.0,0.768678,0.736121,24.596,55.649,2400.0,1.8,32.67,12480,112.0,124.55,0.89,2.028,2.0,-4.0,-6.0,64.0,12.0,2.13,0.89,-2.0,0.32,49.6,-17.6,-0.32,958.24,0.0,0.0,-16.0,-48.0,9184,-0.668,9.12e-05,-24.37088418,1.85e-05,1.116700214,5.295859401,-4.732223029,962,6228,702,0,0.389716841,0.061818741,-0.217196949,1,3,3,5.782200000000004
1,6,10,0,0,0,2,90,72.0,1398.01,4.80567,0.0,1.19582,0.280794,24.624,47.614,1160.0,3.74,7.22,1740,101.5,101.7,0.445,1.135,1.0,-2.5,-4.95,49.0,12.0,0.49,0.49,-2.0,-0.02,12.0,-3.0,-0.04,334.48,-2.0,-2.0,-4.0,-7.8,596,-0.533,0.000330865,-31.28768698,1.21e-05,3.019881405,2.761419563,-4.916490214,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1,4,2,0.5649
2,6,10,0,0,0,2,85,24.0,6864.83,5.59872,0.0,0.664973,1.03824,22.704,39.534,720.0,2.16,10.89,3840,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,49.0,40.0,0.98,1.96,-6.0,-0.04,12.0,-4.0,-0.08,1112.96,-4.0,-8.0,-12.0,-31.2,2688,-0.515,0.000156591,-29.52400967,1.33e-05,1.297062336,5.969304548,-4.877748069,6228,702,0,944,-0.110283159,-0.089079437,0.295377468,2,6,4,5.937400000000005
1,6,10,0,0,0,2,70,24.0,12516.9,8.5918,0.286477,0.674777,0.877949,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,20.0,1.78,5.5,-2.0,-0.08,72.0,-24.0,-0.48,2442.24,-36.0,12.0,-24.0,-115.2,10416,-0.407,0.000187152,-28.78672981,1.68e-05,1.722914089,5.261471046,-4.774277301,6228,962,0,0,-0.110283159,-0.089079437,0.295377468,1,6,2,2.7844000000000007
2,6,10,10,0,7,3,120,72.0,2652.65,5.5601,0.0,1.08232,0.419116,16.512,28.752,1512.0,3.64,5.76,8064,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-8.0,-0.16,0.0,0.0,0.0,0.0,0.0,3704,-1.07,0.0006833,-32.49112902,1.11e-05,3.877695865,3.367318151,-4.955013632,962,6228,702,0,-0.110283159,-0.006328263,0.131958321,1,2,2,3.3893000000000013
2,6,10,0,0,0,2,180,120.0,3637.92,2.63845,119.58,1.63541,0.0415432,21.824,58.619,2040.0,2.52,49.005,16560,137.2,184.378,0.926,1.518,2.0,-1.4,-8.28,64.0,5.0,0.89,0.89,-3.0,-0.04,141.6,-33.6,-0.48,1189.32,-24.0,-24.0,-36.0,-72.0,3720,-1.042,0.0123874,-47.25823179,6.73e-06,1.051914948,0.557945622,-5.172101107,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,3,3,0.7585999999999999
1,6,10,0,0,0,2,90,24.0,8090.91,5.902,0.0,1.20352,0.170799,24.11733333,60.52133333,1160.0,4.066666667,43.32,10208,101.5,134.5233333,0.95,1.9,2.0,-0.833333333,-3.816666667,32.0,3.444444444,0.100555556,0.250555556,-0.666666667,0.009444444,200.0,-16.0,-0.96,1615.92,-4.0,-10.66666667,-16.0,-18.4,11456,-2.379,3.83e-05,-24.05877125,7.77e-06,0.587724515,1.733650253,-5.109788074,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,2,0,2.6519000000000004
1,6,10,0,0,0,2,180,72.0,671.377,3.207,94.4207,1.52235,0.0951688,31.16,52.326,1044.0,3.66,7.22,2204,106.1666667,132.4633333,0.9275,1.9425,2.0,-1.916666667,-4.333333333,32.0,3.0,0.445,0.445,-2.0,-0.02,30.66666667,-4.666666667,-0.16,239.56,-4.0,-4.0,-8.0,-12.0,672,-0.387,0.000196603,-33.30007201,8.04e-05,1.290708562,3.121677487,-4.094804994,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,2,1,0.7797999999999999
2,6,5,0,0,0,2,160,72.0,1284.62,3.19147,6.35281,1.47931,0.0,25.42,51.243,1050.0,4.34,9.61,3800,121.8,162.03,0.926,1.51,2.0,-1.8,-6.34,56.5,19.5,1.355,1.18,0.0,0.15,40.0,-8.0,-0.16,856.82,0.0,-2.0,0.0,-35.4,1560,-0.439,0.0227115,-53.10132468,6.99e-07,3.289238324,0.396881623,-6.155231528,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,3,3,0.08116999999999969
2,6,10,10,0,9,3,120,21.0,3710.91,8.84024,0.0,1.39627,0.344376,22.704,39.534,2340.0,5.46,9.68,24960,112.0,87.98,0.89,0.89,2.0,-3.0,-6.0,64.0,12.0,1.78,3.56,6.0,-0.08,60.0,-24.0,-0.48,1920.72,-24.0,-48.0,72.0,-288.0,1752,-0.529,0.000853467,-41.03193174,3.77e-06,2.50486276,1.672718038,-5.423169336,6228,0,0,0,-0.110283159,-0.003003152,0.082883502,1,3,2,0.6759999999999999
2,6,7,0,0,0,2,160,72.0,1216.84,2.48697,163.821,1.65675,0.0864345,32.336,64.4464,2106.0,1.96,21.2064,6480,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,6.0,0.89,0.89,-4.0,-0.04,24.0,-8.0,-0.16,479.12,-8.0,-8.0,-16.0,-24.0,1256,-0.58,0.00186255,-42.20366378,7.99e-06,3.120177671,1.256065558,-5.097195656,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0,3,3,0.7812000000000001
2,6,10,10,0,0,2,160,72.0,3924.2,3.1286,227.773,1.62266,0.0609001,34.3408,108.1262,8928.0,5.024,28.561,22656,108.5,103.275,0.9125,2.8475,2.0,-0.75,-5.0,16.0,6.5,0.5325,0.445,-1.25,0.08,88.0,-32.0,-0.64,958.24,0.0,-8.0,-20.0,-48.0,6032,-1.604,7.24e-05,-31.05715588,8.52e-06,0.650659155,1.050114029,-5.069534919,702,0,0,14798,0.889716841,0.040564351,-0.304783433,0,1,1,0.09089999999999993
1,6,10,0,0,0,1,140,72.0,3774.65,3.67658,146.421,2.43056,0.0386907,22.16666667,54.51733333,2822.666667,2.033333333,86.64,83984,114.3333333,156.8633333,0.95,1.166666667,2.0,0.333333333,-5.6,64.0,5.0,0.89,0.89,-3.0,-0.04,154.6666667,-21.33333333,-0.64,1585.76,-32.0,-32.0,-48.0,-96.0,2112,-0.573,0.000194368,-34.04648508,3.33e-06,0.603522444,0.551452421,-5.477879326,962,6342,0,176,-0.110283159,0.083073132,-0.129610464,2,3,1,0.1747999999999999
2,6,10,10,0,9,3,170,72.0,1513.12,3.25603,508.047,1.44948,0.144466,35.002,40.458,3120.0,7.28,2.42,9620,115.0666667,239.076,0.57,1.848,1.2,-2.133333333,-6.32,0.0,0.0,0.0,0.0,0.0,0.0,78.0,-8.666666667,-0.12,0.0,0.0,0.0,0.0,0.0,2332,-0.543,0.000256017,-27.60989166,7.46e-05,1.427238181,2.195684394,-4.127060372,962,0,0,313,-0.110283159,0.083073132,-0.129610464,2,2,2,2.2362
1,6,10,0,0,0,2,85,48.0,60451.8,13.9632,0.0,0.334895,2.41276,26.144,45.524,696.0,2.44,86.64,22272,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,49.0,30.0,0.98,0.98,-5.0,-0.04,96.0,-32.0,-0.64,6689.6,-32.0,-32.0,-80.0,-124.8,28608,-0.44,1.93e-05,-15.19276725,7.56e-06,0.281849027,3.728294535,-5.121402382,6228,13387,0,0,-0.110283159,-0.089079437,0.295377468,1,6,3,8.968200000000001
2,6,7,0,0,0,2,120,72.0,2056.76,3.23579,80.1392,1.18593,0.0812696,24.3648,58.2424,972.0,2.94,14.1376,3240,105.0,135.0,0.935,1.975,2.0,-1.5,-4.0,32.0,3.0,0.445,0.445,-2.0,-0.02,32.0,-4.0,-0.16,239.56,-4.0,-4.0,-8.0,-12.0,3332,-0.434,0.00118319,-39.02080203,1.61e-05,3.171083437,2.124180441,-4.792680765,962,0,0,14798,-0.110283159,-0.003003152,0.082883502,0,4,0,4.619400000000004
1,6,10,0,0,0,2,60,72.0,8224.53,6.57358,84.0405,0.838883,0.7614887,26.144,45.524,696.0,2.44,57.76,14848,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,40.0,1.78,5.15,-6.0,-0.08,24.0,-8.0,-0.16,1388.6,-12.0,-8.0,-24.0,-65.6,7136,-0.41,0.000155471,-27.55567756,2.77e-05,1.016635758,4.214945651,-4.556974962,6228,0,0,28118,-0.110283159,-0.089079437,0.295377468,2,12,8,3.8744000000000014
2,6,10,10,0,0,2,200,96.0,12071.1,3.08506,356.786,1.29178,0.0928948,27.04,68.4112,2304.0,5.68,45.6976,28416,103.6,138.044,0.944,2.014,2.0,-1.0,-3.6,25.6,2.4,0.356,0.356,-1.6,-0.016,336.0,-32.0,-1.6,1916.48,-32.0,-32.0,-64.0,-96.0,17024,-0.395,8.24e-05,-26.91743896,2.13e-05,0.752682538,1.540986596,-4.672281516,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,2,0,2.1435999999999993
2,6,10,10,0,0,2,100,24.0,20113.3,5.55983,37.9612,1.11305,0.4587039,27.716,50.25778333,1840.0,4.405,68.5464,43776,107.6078431,73.86,0.778627451,1.205882353,1.68627451,-1.803921569,-2.580392157,0.0,0.0,0.0,0.0,0.0,0.0,129.3333333,-25.33333333,-1.146666667,0.0,0.0,0.0,0.0,0.0,4820,-0.518,0.00150194,-41.78123445,1.47e-05,1.525236755,2.467822589,-4.832582228,962,6228,0,0,-0.110283159,-0.003003152,0.082883502,1,2,1,-0.19529999999999997
2,6,10,10,0,0,2,120,72.0,1443.26,2.93632,91.6945,1.58112,0.105368,27.716,43.602,1824.0,4.3,11.4244,7296,123.2,138.764,0.73,1.46,1.6,-3.2,-5.16,54.0,6.0,0.296666667,0.623333333,-2.0,-0.013333333,33.6,-6.4,-0.128,382.6933333,-2.666666667,-5.333333333,-8.0,-18.4,1416,-0.376,6.8e-05,-28.04202553,5.26e-06,0.808903989,1.638635868,-5.278761679,962,6228,702,944,-0.110283159,-0.221660742,-0.20352036,2,5,3,0.2630999999999999
2,6,10,10,0,9,3,150,72.0,3859.17,6.9637,0.0,1.77656,0.090737,24.1065,44.264,7133.75,4.3225,9.68,26520,108.6666667,145.9583333,0.6675,1.660833333,1.5,-3.5,-5.5,78.57142857,9.428571429,1.352857143,1.352857143,-6.571428571,-0.057142857,48.0,-11.0,-0.18,754.7108571,-17.14285714,-17.14285714,-39.42857143,-44.02285714,5976,-0.55,0.20449,-62.30524639,8.48e-07,2.341907872,0.411141339,-6.071582638,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0,4,4,3.8901000000000012
